,Año,Entidad,Población,Cantidad,Totales,Porcentaje,cve_agee
69,2020,Colima,No disponen de drenaje,1039.0,226445.0,0.004588311,06
70,2020,Chiapas,No disponen de drenaje,114526.0,1348105.0,0.084953323,07
71,2020,Chihuahua,No disponen de drenaje,37136.0,1145185.0,0.032427948,08
72,2020,Ciudad De México,No disponen de drenaje,4207.0,2752169.0,0.001528613,09
73,2020,Durango,No disponen de drenaje,24896.0,493142.0,0.050484445,10
74,2020,Guanajuato,No disponen de drenaje,48923.0,1584834.0,0.030869479,11
75,2020,Guerrero,No disponen de drenaje,111043.0,939989.0,0.118132233,12
76,2020,Hidalgo,No disponen de drenaje,42803.0,855830.0,0.050013437,13
77,2020,Jalisco,No disponen de drenaje,17165.0,2327794.0,0.007373934,14
78,2020,México,No disponen de drenaje,112246.0,4561381.0,0.024607898,15
79,2020,Michoacán,No disponen de drenaje,53793.0,1282371.0,0.041948079,16
80,2020,Morelos,No disponen de drenaje,10094.0,559102.0,0.018053951,17
81,2020,Nayarit,No disponen de drenaje,13432.0,360079.0,0.037302925,18
